feature_family,analysis,transfer_family,holdout,model,recall,recall_delta_vs_frozen_full
full_body,P3,,animal,gpt-5.4,0.06666666666666667,0.0
full_body,P3,,poem,claude-haiku-4-5-20251001,0.0,0.0
full_body,P3,,poem,claude-sonnet-4-6,0.23333333333333334,0.0
full_body,P3,,poem,claude-opus-4-7,0.23333333333333334,0.0
full_body,P3,,poem,gpt-5.4-nano,0.13333333333333333,0.0
full_body,P3,,poem,gpt-5.4-mini,0.03333333333333333,0.0
full_body,P3,,poem,gpt-5.4,0.43333333333333335,0.0
full_body,P3,,pooled,claude-haiku-4-5-20251001,0.2222222222222222,0.0
full_body,P3,,pooled,claude-sonnet-4-6,0.34444444444444444,0.0
full_body,P3,,pooled,claude-opus-4-7,0.18888888888888888,0.0
full_body,P3,,pooled,gpt-5.4-nano,0.14444444444444443,0.0
full_body,P3,,pooled,gpt-5.4-mini,0.16666666666666666,0.0
full_body,P3,,pooled,gpt-5.4,0.2777777777777778,0.0
full_body,P4,phrasing,write,claude-haiku-4-5-20251001,0.38333333333333336,0.0
full_body,P4,phrasing,write,claude-sonnet-4-6,0.7133333333333334,0.0
full_body,P4,phrasing,write,claude-opus-4-7,0.6766666666666666,0.0
full_body,P4,phrasing,write,gpt-5.4-nano,0.8566666666666667,0.0
full_body,P4,phrasing,write,gpt-5.4-mini,0.66,0.0
full_body,P4,phrasing,write,gpt-5.4,0.5585284280936454,0.0
full_body,P4,phrasing,compose,claude-haiku-4-5-20251001,0.5666666666666667,0.0
full_body,P4,phrasing,compose,claude-sonnet-4-6,0.62,0.0
full_body,P4,phrasing,compose,claude-opus-4-7,0.6833333333333333,0.0
full_body,P4,phrasing,compose,gpt-5.4-nano,0.9063545150501672,0.0
full_body,P4,phrasing,compose,gpt-5.4-mini,0.6333333333333333,0.0
full_body,P4,phrasing,compose,gpt-5.4,0.5466666666666666,0.0
full_body,P4,phrasing,gimme,claude-haiku-4-5-20251001,0.32,0.0
full_body,P4,phrasing,gimme,claude-sonnet-4-6,0.67,0.0
full_body,P4,phrasing,gimme,claude-opus-4-7,0.66,0.0
full_body,P4,phrasing,gimme,gpt-5.4-nano,0.7266666666666667,0.0
full_body,P4,phrasing,gimme,gpt-5.4-mini,0.5766666666666667,0.0
full_body,P4,phrasing,gimme,gpt-5.4,0.39,0.0
full_body,P4,phrasing,pooled,claude-haiku-4-5-20251001,0.42333333333333334,0.0
full_body,P4,phrasing,pooled,claude-sonnet-4-6,0.6677777777777778,0.0
full_body,P4,phrasing,pooled,claude-opus-4-7,0.6733333333333333,0.0
full_body,P4,phrasing,pooled,gpt-5.4-nano,0.8298109010011123,0.0
full_body,P4,phrasing,pooled,gpt-5.4-mini,0.6233333333333333,0.0
full_body,P4,phrasing,pooled,gpt-5.4,0.4983314794215795,0.0
full_body,P4,length_cap,5,claude-haiku-4-5-20251001,0.33666666666666667,0.0
full_body,P4,length_cap,5,claude-sonnet-4-6,0.6166666666666667,0.0
full_body,P4,length_cap,5,claude-opus-4-7,0.09333333333333334,0.0
full_body,P4,length_cap,5,gpt-5.4-nano,0.9066666666666666,0.0
full_body,P4,length_cap,5,gpt-5.4-mini,0.8066666666666666,0.0
full_body,P4,length_cap,5,gpt-5.4,0.2140468227424749,0.0
full_body,P4,length_cap,10,claude-haiku-4-5-20251001,0.5733333333333334,0.0
full_body,P4,length_cap,10,claude-sonnet-4-6,0.77,0.0
full_body,P4,length_cap,10,claude-opus-4-7,0.29333333333333333,0.0
full_body,P4,length_cap,10,gpt-5.4-nano,0.7491638795986622,0.0
full_body,P4,length_cap,10,gpt-5.4-mini,0.78,0.0
full_body,P4,length_cap,10,gpt-5.4,0.27666666666666667,0.0
full_body,P4,length_cap,20,claude-haiku-4-5-20251001,0.03333333333333333,0.0
full_body,P4,length_cap,20,claude-sonnet-4-6,0.023333333333333334,0.0
full_body,P4,length_cap,20,claude-opus-4-7,0.8733333333333333,0.0
full_body,P4,length_cap,20,gpt-5.4-nano,0.22333333333333333,0.0
full_body,P4,length_cap,20,gpt-5.4-mini,0.39,0.0
full_body,P4,length_cap,20,gpt-5.4,0.7566666666666667,0.0
full_body,P4,length_cap,pooled,claude-haiku-4-5-20251001,0.31444444444444447,0.0
full_body,P4,length_cap,pooled,claude-sonnet-4-6,0.47,0.0
full_body,P4,length_cap,pooled,claude-opus-4-7,0.42,0.0
full_body,P4,length_cap,pooled,gpt-5.4-nano,0.6262513904338154,0.0
full_body,P4,length_cap,pooled,gpt-5.4-mini,0.6588888888888889,0.0
full_body,P4,length_cap,pooled,gpt-5.4,0.41601779755283647,0.0
