output_id,blind_model,prompt_id,prompt_category,length_condition,iteration,timestamp,is_success,is_empty_response,is_truncated_400ish,char_count,word_count,sentence_count_alt,constraint_compliant_alt,sent_len_mean,sent_len_median,sent_len_std,sent_len_max,first_sentence_len,last_sentence_len,closer_is_longest,closer_is_shortest,very_short_sentence_share,very_long_sentence_share,paragraph_count,is_single_block,line_count_nonempty_alt,has_title_line,has_meta_preamble,preamble_text,em_dash_count,ellipsis_count,semicolon_count,colon_count,smart_quote_share,anaphora_max_repeats,anaphora_word,sentence_initial_top_word,sentence_initial_top_count,line_initial_top_word,line_initial_top_count,repeated_bigram_types,hedge_count,intensifier_count,closer_starts_with_pivot,closer_ends_with_ellipsis,closer_ends_with_question,closer_ends_with_exclaim,ending_pivot_present,response,blank_line_separated,comma_count,en_dash_count,exclaim_count,hyphen_count,model_hidden,parenthetical_count,provider_hidden,question_count,smart_quote_double_count,smart_quote_single_count,straight_quote_double_count,straight_quote_single_count
4c45c0a650d9,M3,poem_lt10,poem,lt10,0,2026-05-07T18:14:35.187300+00:00,True,False,False,287,50,4,yes,12.5,12.5,2.8868,15,15,15,True,False,0.0,0.0,2,False,9,True,False,**Whispers of Dusk**,1,0,0,0,0.0,1,and,whispers,1,a,2,1,0,0,False,False,False,False,False,"**Whispers of Dusk**

The sun dips low in amber light,
Stitching gold along the night.
A breeze hums soft through swaying trees,
Carrying secrets, memories.
Stars awaken, one by one,
Quiet keepers of the sun.
And in the hush, the world stands still—
A breath, a pause, a moment's thrill.",True,8,0,0,0,hidden,0,hidden,0,0,0,0,1
90f561cb6c99,M3,poem_lt10,poem,lt10,1,2026-05-07T18:14:39.422076+00:00,True,False,False,277,48,4,yes,12,11.5,2.1602,15,15,11,False,False,0.0,0.0,2,False,9,True,False,**Whispers of Dusk**,1,0,0,0,0.0,0,,whispers,1,whispers,1,1,0,0,False,False,False,False,False,"**Whispers of Dusk**

The sun dips low in amber light,
Painting clouds in soft goodnight.
A breeze drifts through the silver trees,
Carrying songs of distant seas.
Stars awaken, one by one,
Quiet keepers of the sun.
Night unfolds its velvet art—
And peace settles in the heart.",True,4,0,0,0,hidden,0,hidden,0,0,0,0,0
604f5558646c,M3,poem_lt10,poem,lt10,2,2026-05-07T18:14:43.536411+00:00,True,False,False,265,47,3,yes,15.6667,13,5.5076,22,22,13,False,False,0.0,0.0,3,False,8,True,True,Here's a poem in fewer than 10 lines:,1,0,0,1,0.0,0,,here's,1,the,2,0,0,0,False,False,False,False,False,"Here's a poem in fewer than 10 lines:

**Quiet Hour**

The kettle hums a soft refrain,
while dusk slips gold across the pane.
A book lies open, half-unread,
the cat curls warm against the bed.
Outside, the world keeps spinning fast—
in here, a moment built to last.",True,5,0,0,1,hidden,0,hidden,0,0,0,0,1
f234944ba6de,M3,poem_lt10,poem,lt10,3,2026-05-07T18:14:47.107865+00:00,True,False,False,310,52,4,yes,13,13.0,1.8257,15,15,14,False,False,0.0,0.0,3,False,9,True,False,**Whispers of Dusk**,0,0,0,0,0.0,1,and,whispers,1,whispers,1,0,0,0,False,False,False,False,True,"**Whispers of Dusk**

The sun bows low in amber grace,
Painting clouds with fleeting fire.
Shadows stretch their quiet pace,
As daylight folds, then starts to tire.

A breeze hums soft through silver leaves,
Carrying secrets none believe.
And night arrives on velvet wings,
To hush the world of all its things.",True,5,0,0,0,hidden,0,hidden,0,0,0,0,0
6d35add4b87e,M3,poem_lt10,poem,lt10,4,2026-05-07T18:14:50.976812+00:00,True,False,False,276,48,4,yes,12,12.0,1.8257,14,13,14,True,False,0.0,0.0,1,True,8,False,False,,0,0,0,0,0.0,1,and,beneath,1,beneath,1,0,0,0,False,False,False,False,True,"Beneath the hush of evening light,
The world exhales, then dims to night.
Stars unfurl their silver thread,
Stitching dreams above my head.
Wind in whispers, soft and slow,
Carries secrets only shadows know.
And in this quiet, vast and deep,
I find the sweetest edge of sleep.",False,7,0,0,0,hidden,0,hidden,0,0,0,0,0
194a1e3a5dee,M3,poem_lt10,poem,lt10,5,2026-05-07T18:14:53.976345+00:00,True,False,False,304,53,4,yes,13.25,13.0,2.8723,17,17,13,False,False,0.0,0.0,2,False,9,True,False,**Whispers of Dusk**,1,0,0,0,0.0,1,in,whispers,1,whispers,1,0,0,0,False,False,False,False,False,"**Whispers of Dusk**

The sun dips low in amber light,
Trees lean in to kiss the night.
A breeze hums soft through swaying leaves,
While shadows stretch like quiet thieves.
Stars awaken, one by one,
Painting skies the day undone.
In silence deep, the world will rest—
Held gently in the evening's breast.",True,5,0,0,0,hidden,0,hidden,0,0,0,0,1
d374ad3b8d40,M3,poem_lt10,poem,lt10,6,2026-05-07T18:14:57.643668+00:00,True,False,False,296,48,4,yes,12,11.0,2.0,15,15,11,False,True,0.0,0.0,2,False,9,True,False,**Whispers of Dusk**,1,0,1,0,0.0,0,,whispers,1,whispers,1,0,0,0,False,False,False,False,False,"**Whispers of Dusk**

The sun dips low, a quiet sigh,
Painting gold across the sky.
Shadows stretch on sleepy ground,
While crickets weave their evening sound.
A breeze drifts soft through whispering trees,
Carrying day's last memories.
Stars awaken, one by one—
Night begins; the dream has spun.",True,5,0,0,0,hidden,0,hidden,0,0,0,0,1
a1aa5fe43f9a,M3,poem_lt10,poem,lt10,7,2026-05-07T18:15:01.229144+00:00,True,False,False,206,37,3,yes,12.3333,11,3.2146,16,16,10,False,True,0.0,0.0,2,False,7,True,False,**Whispers of Dusk**,0,0,0,0,0.0,0,,whispers,1,the,2,0,0,0,False,False,False,False,True,"**Whispers of Dusk**

The sun dips low in amber grace,
Painting clouds with gold and rose.
A quiet wind begins to trace
The secrets only twilight knows.
Stars awaken, one by one,
Soft reminders day is done.",True,3,0,0,0,hidden,0,hidden,0,0,0,0,0
bad3bf2d6b6a,M3,poem_lt10,poem,lt10,8,2026-05-07T18:15:09.997451+00:00,True,False,False,289,47,4,yes,11.75,11.0,2.2174,15,15,11,False,False,0.0,0.0,2,False,9,True,False,**Whispers of Dusk**,1,0,0,0,0.0,0,,whispers,1,whispers,1,0,0,0,False,False,False,False,False,"**Whispers of Dusk**

The sun dips low, a golden sigh,
Painting embers across the sky.
Shadows stretch on weary ground,
While crickets hum their evening sound.
A breeze drifts soft through swaying trees,
Carrying secrets, memories.
Stars awaken, one by one—
Night begins where day is done.",True,6,0,0,0,hidden,0,hidden,0,0,0,0,0
ac24c886c533,M3,poem_lt10,poem,lt10,9,2026-05-07T18:15:13.732885+00:00,True,False,False,241,42,3,yes,14,13,2.6458,17,17,12,False,True,0.0,0.0,2,False,7,True,False,**Whispers of Dusk**,1,0,0,0,0.0,1,the,whispers,1,the,2,0,0,0,False,False,False,False,False,"**Whispers of Dusk**

The sun dips low in amber light,
Soft shadows stretch to greet the night.
A breeze hums secrets through the trees,
While stars awake by slow degrees.
The world exhales, grows hushed and still—
Quiet falls on every hill.",True,3,0,0,0,hidden,0,hidden,0,0,0,0,0
c7eb348e6339,M3,poem_lt5,poem,lt5,0,2026-05-07T18:14:11.527511+00:00,True,False,False,102,15,1,yes,15,15,0.0,15,15,15,False,False,0.0,0.0,1,True,3,False,False,,1,0,0,0,0.0,0,,moonlight,1,moonlight,1,0,0,0,False,False,False,False,False,"Moonlight spills on quiet streams,
Whispering soft to sleeping trees—
Night exhales its silver dreams.",False,1,0,0,0,hidden,0,hidden,0,0,0,0,0
e303cd2a7a2f,M3,poem_lt5,poem,lt5,1,2026-05-07T18:14:13.713752+00:00,True,False,False,142,23,2,yes,11.5,11.5,0.7071,12,12,11,False,True,0.0,0.0,1,True,4,False,False,,0,0,0,0,0.0,0,,beneath,1,beneath,1,0,0,0,False,False,False,False,False,"Beneath the moon's soft silver gaze,
A whisper drifts through midnight haze.
Stars compose a quiet song,
Where dreams and shadows drift along.",False,2,0,0,0,hidden,0,hidden,0,0,0,0,1
438cd5d99c84,M3,poem_lt5,poem,lt5,2,2026-05-07T18:14:16.244602+00:00,True,False,False,138,20,2,yes,10,10.0,0.0,10,10,10,True,True,0.0,0.0,1,True,4,False,False,,0,0,0,0,0.0,0,,moonlight,1,moonlight,1,0,0,0,False,False,False,False,False,"Moonlight spills on silent streams,
Whispering soft to sleeping trees.
Stars above, like scattered dreams,
Dance upon the midnight breeze.",False,3,0,0,0,hidden,0,hidden,0,0,0,0,0
4c94c2cdc928,M3,poem_lt5,poem,lt5,3,2026-05-07T18:14:18.615362+00:00,True,False,False,133,20,1,yes,20,20,0.0,20,20,20,False,False,0.0,0.0,1,True,4,False,False,,0,0,0,0,0.0,0,,moonlight,1,moonlight,1,0,0,0,False,False,False,False,False,"Moonlight spills on silent streams,
Whispering soft to sleeping trees,
Stars unfold their quiet dreams,
Carried gently on the breeze.",False,3,0,0,0,hidden,0,hidden,0,0,0,0,0
484e0354ade3,M3,poem_lt5,poem,lt5,4,2026-05-07T18:14:21.018128+00:00,True,False,False,149,23,1,yes,23,23,0.0,23,23,23,False,False,0.0,0.0,1,True,4,False,False,,1,0,0,0,0.0,0,,moonlight,1,moonlight,1,0,0,0,False,False,False,False,False,"Moonlight spills on silent streams,
Whispering soft to sleeping trees—
A fox treads light through silver dreams,
And night exhales its gentle breeze.",False,2,0,0,0,hidden,0,hidden,0,0,0,0,0
85e044759c47,M3,poem_lt5,poem,lt5,5,2026-05-07T18:14:23.481253+00:00,True,False,False,126,17,2,yes,8.5,8.5,0.7071,9,9,8,False,True,0.0,0.0,1,True,4,False,False,,0,0,0,0,0.0,0,,moonlight,1,moonlight,1,0,0,0,False,False,False,False,False,"Moonlight spills on silent streams,
Stars awaken hidden dreams.
Whispers dance through midnight air,
Magic lingers everywhere.",False,2,0,0,0,hidden,0,hidden,0,0,0,0,0
ce357617259a,M3,poem_lt5,poem,lt5,6,2026-05-07T18:14:25.582535+00:00,True,False,False,127,19,1,yes,19,19,0.0,19,19,19,False,False,0.0,0.0,1,True,4,False,False,,0,0,0,0,0.0,0,,moonlight,1,moonlight,1,0,0,0,False,False,False,False,False,"Moonlight spills on quiet streams,
Whispers wake forgotten dreams,
Stars above in silence gleam,
Night unfolds its silver seam.",False,3,0,0,0,hidden,0,hidden,0,0,0,0,0
d95e157f43a0,M3,poem_lt5,poem,lt5,7,2026-05-07T18:14:27.693497+00:00,True,False,False,143,24,2,yes,12,12.0,0.0,12,12,12,True,True,0.0,0.0,1,True,4,False,False,,0,0,0,0,0.0,0,,beneath,1,beneath,1,0,0,0,False,False,False,False,False,"Beneath the moon's soft silver gleam,
The river hums a lullaby's dream.
Stars blink slow in velvet skies,
And night exhales where silence lies.",False,2,0,0,0,hidden,0,hidden,0,0,0,0,2
aaaabf37082a,M3,poem_lt5,poem,lt5,8,2026-05-07T18:14:30.770051+00:00,True,False,False,134,20,1,yes,20,20,0.0,20,20,20,False,False,0.0,0.0,1,True,4,False,False,,0,0,0,0,0.0,0,,moonlight,1,moonlight,1,0,0,0,False,False,False,False,False,"Moonlight spills on silent streams,
Whispers carried soft as dreams,
Shadows dance where willows lean,
Night exhales its silver sheen.",False,3,0,0,0,hidden,0,hidden,0,0,0,0,0
9efa3454a9a6,M3,poem_lt5,poem,lt5,9,2026-05-07T18:14:32.891115+00:00,True,False,False,144,22,1,yes,22,22,0.0,22,22,22,False,False,0.0,0.0,1,True,4,False,False,,0,0,0,0,0.0,0,,moonlight,1,moonlight,1,0,0,0,False,False,False,False,False,"Moonlight spills on silent streams,
Whispering soft to sleeping trees,
Stars stitch silver through the night,
Dreams drift gently on the breeze.",False,3,0,0,0,hidden,0,hidden,0,0,0,0,0
994c5ca32cc2,M3,poem_open,poem,open,0,2026-05-07T18:15:17.017180+00:00,True,False,False,604,103,4,not_applicable,25.75,24.0,3.5,31,31,24,False,True,0.0,0.25,5,False,17,True,False,**Whispers of the Quiet Hour**,0,0,0,0,0.0,1,i,whispers,1,the,4,0,0,0,False,False,False,False,True,"**Whispers of the Quiet Hour**

The morning folds its golden hands,
across the hills, the waking lands,
where dew still clings to silver thread
and dreams retreat to where they're fed.

A sparrow tries her practiced song,
the wind, a friend, hums right along,
the river writes in liquid prose
the secrets only stillness knows.

I stand between the night and day,
and watch the shadows slip away,
each breath a small, uncounted grace,
each moment, an unguarded place.

For life is not the loudest sound,
nor treasures buried underground,
but quiet hours, soft and true,
that paint the world in deeper hue.",True,16,0,0,0,hidden,0,hidden,0,0,0,0,1
2dd3a65fb1e4,M3,poem_open,poem,open,1,2026-05-07T18:15:23.605640+00:00,True,False,False,610,107,5,not_applicable,21.4,24,6.9857,29,29,14,False,True,0.0,0.4,5,False,17,True,False,**Whispers of the Quiet Hour**,2,0,0,0,0.0,2,the,the,2,the,5,3,0,0,False,False,False,False,True,"**Whispers of the Quiet Hour**

The evening folds its golden wings,
And settles soft on sleeping things—
A hush across the meadow creeps,
Where dusk in lavender shadow sleeps.

The moon, a coin of weathered light,
Spills silver through the throat of night,
And stars, like thoughts we cannot name,
Begin their slow, eternal flame.

A wind remembers where it's been,
And stirs the grass like violin,
While somewhere far, a river hums
The lullaby of all that comes.

So rest your hands, and rest your mind—
Leave every weight of day behind.
The world spins on, but here, just here,
The quiet hour holds you near.",True,15,0,0,0,hidden,0,hidden,0,0,0,0,1
a80c7db5bd04,M3,poem_open,poem,open,2,2026-05-07T18:15:29.916694+00:00,True,False,False,716,125,5,not_applicable,25,26,5.0,30,30,17,False,True,0.0,0.6,7,False,19,True,False,**Whispers of the Quiet Hour**,2,0,2,1,0.0,1,and,whispers,1,the,4,3,1,0,False,False,True,False,False,"**Whispers of the Quiet Hour**

The evening folds its golden wings,
And settles soft on sleeping things;
The wind, a hush through willow leaves,
Tells secrets that the twilight weaves.

A single star begins to burn,
While shadows stretch and slowly turn;
The river hums a lullaby
To clouds that drift across the sky.

And here I stand, both small and free,
A part of all I cannot see—
The world breathes in, the world breathes out,
And quiets every human doubt.

So let me linger, let me stay,
Where light surrenders to the gray,
And learn the language dusk has known:
That peace is never found alone.

---

Would you like another poem in a different style or mood—perhaps something playful, romantic, or melancholy?",True,13,0,0,0,hidden,0,hidden,1,0,0,0,0
e2ef538ad2d9,M3,poem_open,poem,open,3,2026-05-07T18:15:36.449040+00:00,True,False,False,599,106,5,not_applicable,21.2,24,6.8337,29,29,14,False,True,0.0,0.2,5,False,17,True,False,**Whispers of the Quiet Hour**,1,0,0,0,0.0,2,the,the,2,the,4,3,0,0,False,False,False,False,True,"**Whispers of the Quiet Hour**

The morning hums in shades of gold,
Where dewdrops cling to stories untold,
And shadows stretch like lazy cats
On windowsills and welcome mats.

The river writes in cursive blue,
A letter only mountains knew,
While clouds, like thoughts that drift and stray,
Forget themselves and float away.

A bird recites her favorite song
To no one, all the morning long,
And somewhere in the rustling trees,
The world remembers how to breathe.

So pause a moment, soft and slow—
Let hurry loose its hold and go.
The quiet hour has much to say
For those who choose to hear today.",True,10,0,0,0,hidden,0,hidden,0,0,0,0,0
1b28b6415df6,M3,poem_open,poem,open,4,2026-05-07T18:15:42.949604+00:00,True,False,False,735,124,5,not_applicable,24.8,26,4.8683,30,30,17,False,True,0.0,0.6,7,False,19,True,False,**Whispers of the Quiet Hour**,2,0,0,0,0.0,1,the,whispers,1,the,3,0,1,0,False,False,True,False,False,"**Whispers of the Quiet Hour**

The evening folds its golden wings,
Across the hills where silence sings,
And shadows stretch like patient hands
To trace the edge of fading lands.

A single star begins to bloom,
A pearl set free from twilight's loom,
While rivers hum their ancient tune
Beneath the rising amber moon.

The wind, a wanderer passing through,
Brushes the grass with breath of dew,
And carries off, on quiet streams,
The day's small joys, the mind's soft dreams.

So linger here, where stillness grows,
Where every leaf and current knows
That peace is not a place we find—
But something carried in the mind.

---

Would you like another poem in a different style or mood—perhaps something playful, romantic, or melancholy?",True,14,0,0,0,hidden,0,hidden,1,0,0,0,3
c28a4cc8d91b,M3,poem_open,poem,open,5,2026-05-07T18:15:49.645378+00:00,True,False,False,672,120,5,not_applicable,24,26,5.6569,28,28,14,False,True,0.0,0.8,7,False,19,True,False,**Threads of Morning**,2,0,0,1,0.0,1,i,threads,1,the,4,2,0,0,False,False,True,False,True,"**Threads of Morning**

The world wakes slow in shades of blue,
with mist that clings like memory,
and birdsong stitches, thread by thread,
the silence back to symphony.

A kettle hums its quiet song,
the steam curls up in lazy spires,
while shadows stretch and yawn awake
beside the embers of last night's fires.

I hold this hour like borrowed glass—
fragile, golden, swift to flee—
knowing soon the day will rush in,
loud and bright and asking of me.

But here, just now, the light is kind,
the floorboards cool, the world unmade,
and I am only what I am:
a small thing breathing, unafraid.

---

Would you like another poem in a different style or on a specific theme?",True,15,0,0,0,hidden,0,hidden,1,0,0,0,1
a2aa8fb0849c,M3,poem_open,poem,open,6,2026-05-07T18:15:56.262980+00:00,True,False,False,507,89,4,not_applicable,22.25,21.0,3.2016,27,27,21,False,False,0.0,0.25,5,False,17,True,False,**Hours of Quiet Water**,1,0,0,0,0.0,1,i,hours,1,and,2,0,0,0,False,False,False,False,False,"**Hours of Quiet Water**

The morning leans against the glass,
soft as breath on winter air,
and somewhere down the empty street
a sparrow tunes the day.

I hold my coffee like a small
warm planet in my hands,
watching steam compose its slow
calligraphy of leaving.

There is a kindness in these hours
that ask for nothing back—
no answers, no apologies,
no proof that I exist.

Just light, the color of old letters,
spilling across the floor,
and time, that patient river,
running quietly through the room.",True,10,0,0,0,hidden,0,hidden,0,0,0,0,0
1d99381764f3,M3,poem_open,poem,open,7,2026-05-07T18:16:01.464334+00:00,True,False,False,595,105,4,not_applicable,26.25,25.5,1.893,29,29,25,False,True,0.0,0.5,5,False,17,True,False,**Whispers of the Quiet Hour**,2,0,1,0,0.0,1,and,whispers,1,and,3,1,0,0,False,False,False,False,True,"**Whispers of the Quiet Hour**

The evening folds its golden light
across the rooftops, soft and slow,
while shadows learn to walk upright
and streetlamps hum a tired glow.

A window holds a single song,
a kettle sighs, a page turns thin—
the world outside moves right along,
but here, the quiet settles in.

And somewhere past the painted skies,
a star remembers how to burn;
it asks no question, makes no cries,
it only waits, and waits its turn.

So let the day unspool its thread,
let hours drift like leaves downstream—
there's grace enough in what's unsaid,
and room enough inside a dream.",True,12,0,0,0,hidden,0,hidden,0,0,0,0,2
4f9850030eed,M3,poem_open,poem,open,8,2026-05-07T18:16:07.676808+00:00,True,False,False,751,132,6,not_applicable,22,26.0,9.5289,30,30,19,False,False,0.1667,0.6667,7,False,19,True,False,**Whispers of the Quiet Hour**,1,0,0,0,0.0,1,the,whispers,1,and,4,1,0,0,False,False,False,False,True,"**Whispers of the Quiet Hour**

The evening folds its golden wing,
And shadows learn to softly sing,
A hush descends on weary streets,
Where day and dusk in silence meet.

The moon, a coin of antique light,
Is tossed across the velvet night,
And stars, like thoughts we cannot keep,
Drift slowly toward the edge of sleep.

A breeze recalls a distant shore,
A door we've shut, then shut once more,
And somewhere in the quiet deep,
The promises we meant to keep.

Yet morning waits with patient hands,
With tides that smooth the troubled sands,
And we, who wander, lost, alone,
Find every road can lead us home.

---

Hope you enjoyed it! Let me know if you'd like a different style, theme, or mood — something playful, dark, romantic, or anything else.",True,23,0,1,0,hidden,0,hidden,0,0,0,0,2
948c39dba55e,M3,poem_open,poem,open,9,2026-05-07T18:16:14.330646+00:00,True,False,False,531,91,4,not_applicable,22.75,21.0,3.5,28,28,21,False,True,0.0,0.25,5,False,17,True,False,**Whispers of the Quiet Hour**,0,0,0,0,0.0,1,the,whispers,1,the,3,0,0,0,False,False,False,False,True,"**Whispers of the Quiet Hour**

The evening folds its golden hands,
The day lies down to rest,
And shadows stretch like tired friends
Across the world's soft chest.

A single star begins to hum
A song the moon once knew,
While somewhere distant, oceans dream
In shades of silver-blue.

The wind walks barefoot through the trees,
Unhurried, calm, and slow,
Carrying secrets from the leaves
That only night can know.

And here I stand, a quiet thing,
Beneath the deepening sky,
Learning how the stillness sings
When no one passes by.",True,11,0,0,1,hidden,0,hidden,0,0,0,0,1
24db1604fe8f,M3,story_lt10,story,lt10,0,2026-05-07T18:07:46.012370+00:00,True,False,False,743,132,7,yes,18.8571,19,9.6511,31,27,26,False,False,0.0,0.4286,4,False,4,True,False,**The Lighthouse Keeper's Last Letter**,1,0,0,1,0.0,2,the,the,2,the,1,6,1,0,False,False,False,False,True,"**The Lighthouse Keeper's Last Letter**

For forty years, Elias tended the lighthouse at Gull's Point, his only company the gulls and the ghost of his wife, Mara. Every evening, he wrote her a letter and slipped it into a bottle, casting it into the waves below. He never expected a reply.

On the morning of his seventieth birthday, a bottle washed ashore at his feet. Inside was a single sentence in handwriting he hadn't seen in decades: *I've been reading every one.*

Elias laughed until he wept, the salt of the sea indistinguishable from his tears. That night, he lit the lamp brighter than ever before. The villagers said the light reached farther than it ever had—as if it were trying to find someone on the other side of the horizon.",True,8,0,0,0,hidden,0,hidden,0,0,0,0,4
65fefb89b6a3,M3,story_lt10,story,lt10,1,2026-05-07T18:07:52.392428+00:00,True,False,False,711,129,8,yes,16.125,19.0,9.1251,28,25,28,True,False,0.25,0.125,4,False,4,False,False,,1,0,0,1,0.0,2,he,the,2,the,1,6,0,0,False,False,False,False,True,"The lighthouse keeper had not seen another soul in thirty-seven years, but every evening at dusk, he set two cups of tea on the windowsill. One belonged to him. The other belonged to whoever had been leaving wildflowers on his doorstep each morning since the spring he turned twenty-five.

He never opened the door fast enough to catch them. He never stopped trying.

On the morning of his sixty-second birthday, there were no flowers—only a folded note that read, *I'm sorry. I grew old too.* He stood in the doorway a long time, the sea wind tugging at the paper.

That evening, for the first time, he set out three cups: one for himself, one for her, and one for the years they had quietly kept between them.",True,9,0,0,3,hidden,0,hidden,0,0,0,0,1
2a1fd55fb6a7,M3,story_lt10,story,lt10,2,2026-05-07T18:07:59.706919+00:00,True,False,False,895,159,7,yes,22.7143,16,15.4565,54,28,10,False,True,0.0,0.4286,5,False,5,True,False,**The Lighthouse Keeper's Last Letter**,0,0,0,0,0.0,2,the,the,2,the,2,5,1,0,False,False,False,False,True,"**The Lighthouse Keeper's Last Letter**

For forty years, Edmund had tended the lighthouse on Crow's Point, his only company the gulls and the steady pulse of the lamp. On the night of the great storm, he wrote a letter to his daughter, sealed it in a bottle, and set it adrift. *If you're reading this,* it began, *know that I loved you, even from far away.*

The next morning, villagers found the lighthouse dark and Edmund gone, swept into the churning sea. The bottle, however, washed ashore three towns south, where a young woman named Clara walked the beach each dawn, searching for something she could not name.

She knelt in the wet sand and uncorked it with trembling hands. As she read, the tide pulled back, as if the ocean itself were holding its breath. Clara pressed the letter to her chest and whispered, ""I found you, Papa.""

And somewhere out at sea, the gulls cried like bells.",True,19,0,0,0,hidden,0,hidden,0,0,0,2,3
c2bfc57278fb,M3,story_lt10,story,lt10,3,2026-05-07T18:08:07.030532+00:00,True,False,False,905,159,7,yes,22.7143,20,5.6188,31,30,23,False,False,0.0,0.2857,2,False,2,True,False,**The Lighthouse Keeper's Letter**,1,0,0,1,0.0,1,he,the,1,the,1,6,0,0,False,False,False,False,True,"**The Lighthouse Keeper's Letter**

Every evening for forty years, Old Magnus lit the lamp and wrote a letter to his wife, Elsa, lost to the sea on their wedding night. He sealed each one in a bottle and cast it into the waves, trusting the tide to deliver his love. On the night of his eightieth birthday, a storm rolled in fiercer than any he'd known, and the lamp flickered as he penned what he sensed would be his final letter. When morning came, the villagers found the lighthouse dark and Magnus gone, his chair empty by the open window. But on the shore below, half-buried in wet sand, lay a single green bottle—weathered, ancient, unmistakable. Inside was a letter, written in Elsa's hand, dated the morning after their wedding: *""My dearest, I am waiting. Take your time.""* The villagers say the lighthouse never needed lighting again, for two stars now burn together above it, steady and bright.",True,17,0,0,1,hidden,0,hidden,0,0,0,2,3
589737d15bee,M3,story_lt10,story,lt10,4,2026-05-07T18:08:15.211211+00:00,True,False,False,838,148,7,yes,21.1429,20,3.8483,26,24,25,False,False,0.0,0.1429,4,False,4,True,False,**The Lighthouse Keeper's Last Letter**,0,0,0,1,0.0,2,he,the,2,the,2,4,2,0,False,False,False,False,True,"**The Lighthouse Keeper's Last Letter**

For forty years, Edmund tended the lighthouse on Crow's Point, his only company the gulls and the relentless sea. Each night, he wrote letters to his wife Mary, who had died the winter he first took the post. He sealed them in bottles and cast them into the waves, believing the ocean might somehow carry them to her.

On his final night, too frail to climb the spiral stairs, Edmund wrote one last letter by candlelight. *""My darling, I am coming home,""* it read. He pressed it into a bottle and let it slip from his window into the black water below.

The next morning, villagers found him peaceful in his chair, a faint smile on his lips. And washed up on the rocks beside the lighthouse was a single bottle, weathered and pale, containing a letter in Mary's handwriting: *""I've been waiting.""*",True,13,0,0,0,hidden,0,hidden,0,0,0,4,4
752b99fcdac8,M3,story_lt10,story,lt10,5,2026-05-07T18:08:22.356685+00:00,True,False,False,816,142,7,yes,20.2857,22,6.9454,30,22,22,False,False,0.0,0.2857,2,False,2,True,False,**The Lighthouse Keeper's Last Letter**,2,0,0,1,0.0,2,the,the,2,the,1,5,0,1,False,False,False,False,True,"**The Lighthouse Keeper's Last Letter**

Every night for forty years, Elias lit the lamp at Gull's Point, guiding ships through the fog. He lived alone, save for the gulls and the letters he wrote to his late wife, Maren, sealing them in bottles and casting them into the sea. One stormy evening, a bottle washed ashore at his feet—weathered, salt-crusted, achingly familiar. Inside was his very first letter, written the night Maren died. But beneath his faded handwriting was a new line, in ink that shimmered like moonlight: *""I've been reading them all, my love.""* Elias smiled for the first time in decades. That night, the lamp burned brighter than ever, though no one was there to light it. The villagers found him at dawn, peaceful, a single bottle clutched to his chest—empty, save for the scent of the sea.",True,16,0,0,1,hidden,0,hidden,0,0,0,2,3
0a825705b5e3,M3,story_lt10,story,lt10,6,2026-05-07T18:08:29.871845+00:00,True,False,False,560,100,6,yes,16.6667,15.5,4.1312,22,22,21,False,False,0.0,0.0,4,False,4,True,False,**The Lighthouse Keeper's Letter**,1,0,0,1,0.0,2,he,he,2,the,1,1,0,0,False,False,False,False,False,"**The Lighthouse Keeper's Letter**

Every evening for forty years, Elias lit the lamp and wrote a letter to his late wife, Maren. He sealed each one in a bottle and cast it into the churning sea below. He never expected a reply—the letters were prayers, not questions.

On the morning of his eightieth birthday, a single bottle washed ashore at his feet. Inside was a note in handwriting he hadn't seen in four decades: *I've read them all. Keep writing.*

Elias smiled, tucked the note into his coat, and climbed the spiral stairs to light the lamp once more.",True,6,0,0,0,hidden,0,hidden,0,0,0,0,3
9743fb85db89,M3,story_lt10,story,lt10,7,2026-05-07T18:08:35.522209+00:00,True,False,False,844,147,7,yes,21,19,11.3284,45,19,45,True,False,0.0,0.1429,5,False,5,True,False,**The Lighthouse Keeper's Last Night**,0,0,0,1,0.0,2,the,the,2,the,3,2,0,0,False,False,False,False,True,"**The Lighthouse Keeper's Last Night**

For forty years, Eamon had climbed the spiral stairs to light the great lamp. Tonight, the automation crew arrived at dawn to install the new system, and he would descend for the final time.

As fog rolled in thick and silver, he noticed a small fishing boat drifting too close to the rocks. He lit the lamp by hand, the way his father had taught him, and watched the beam carve through the mist.

The boat turned safely toward harbor, its captain raising a lantern in thanks. Eamon raised his own in return, tears catching the light. In the morning, the engineers found the lamp still burning and a note tucked beneath it: *She works best when someone loves her.*

The lighthouse stood automated for decades after, but sailors swore that on the foggiest nights, two lights still danced across the waves.",True,11,0,0,0,hidden,0,hidden,0,0,0,0,1
